"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","5a:94:d2:14:5a:51","Broadcast","ARP","42","Who has 192.168.56.101? (ARP Probe)"
"2","0.000003","5a:94:d2:14:5a:51","Broadcast","ARP","42","Who has 192.168.56.101? (ARP Probe)"
"3","1.003412","5a:94:d2:14:5a:51","Broadcast","ARP","42","Who has 192.168.56.101? (ARP Probe)"
"4","1.003415","5a:94:d2:14:5a:51","Broadcast","ARP","42","Who has 192.168.56.101? (ARP Probe)"
"5","2.002067","5a:94:d2:14:5a:51","Broadcast","ARP","42","Who has 192.168.56.101? (ARP Probe)"
"6","2.002071","5a:94:d2:14:5a:51","Broadcast","ARP","42","Who has 192.168.56.101? (ARP Probe)"
"7","2.578746","0a:00:27:00:00:00","5a:94:d2:14:5a:51","ARP","42","Who has 192.168.56.101? Tell 192.168.56.1"
"8","3.000413","5a:94:d2:14:5a:51","Broadcast","ARP","42","Who has 192.168.56.1? Tell 192.168.56.101"
"9","3.000416","5a:94:d2:14:5a:51","Broadcast","ARP","42","Who has 192.168.56.1? Tell 192.168.56.101"
"10","3.000426","0a:00:27:00:00:00","5a:94:d2:14:5a:51","ARP","42","192.168.56.1 is at 0a:00:27:00:00:00"
"11","3.003869","192.168.56.101","224.0.0.252","LLMNR","66","Standard query 0xe98b A isatap"
"12","3.003871","192.168.56.101","224.0.0.252","LLMNR","66","Standard query 0xe98b A isatap"
"13","3.009893","192.168.56.101","224.0.0.22","IGMPv3","54","Membership Report / Leave group 224.0.0.252"
"14","3.009894","192.168.56.101","224.0.0.22","IGMPv3","54","Membership Report / Leave group 224.0.0.252"
"15","3.026465","192.168.56.101","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.252 for any sources"
"16","3.026467","192.168.56.101","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.252 for any sources"
"17","3.029303","192.168.56.101","224.0.0.252","LLMNR","64","Standard query 0xd671 ANY None"
"18","3.029305","192.168.56.101","224.0.0.252","LLMNR","64","Standard query 0xd671 ANY None"
"19","3.038425","192.168.56.101","224.0.0.22","IGMPv3","54","Membership Report / Join group 239.255.255.250 for any sources"
"20","3.038427","192.168.56.101","224.0.0.22","IGMPv3","54","Membership Report / Join group 239.255.255.250 for any sources"
"21","3.081470","192.168.56.101","192.168.56.255","NBNS","110","Registration NB NONE<00>"
"22","3.081472","192.168.56.101","192.168.56.255","NBNS","110","Registration NB NONE<00>"
"23","3.081553","192.168.56.101","192.168.56.255","NBNS","110","Registration NB WORKGROUP<00>"
"24","3.081554","192.168.56.101","192.168.56.255","NBNS","110","Registration NB WORKGROUP<00>"
"25","3.082194","192.168.56.101","192.168.56.255","NBNS","110","Registration NB NONE<20>"
"26","3.082196","192.168.56.101","192.168.56.255","NBNS","110","Registration NB NONE<20>"
"27","3.109693","192.168.56.101","224.0.0.252","LLMNR","66","Standard query 0xe98b A isatap"
"28","3.109695","192.168.56.101","224.0.0.252","LLMNR","66","Standard query 0xe98b A isatap"
"29","3.125747","192.168.56.101","224.0.0.252","LLMNR","64","Standard query 0xd671 ANY None"
"30","3.125749","192.168.56.101","224.0.0.252","LLMNR","64","Standard query 0xd671 ANY None"
"31","3.159429","5a:94:d2:14:5a:51","Broadcast","ARP","42","Who has 192.168.56.1? Tell 192.168.56.101"
"32","3.159431","5a:94:d2:14:5a:51","Broadcast","ARP","42","Who has 192.168.56.1? Tell 192.168.56.101"
"33","3.159440","0a:00:27:00:00:00","5a:94:d2:14:5a:51","ARP","42","192.168.56.1 is at 0a:00:27:00:00:00"
"34","3.316047","192.168.56.101","192.168.56.255","NBNS","92","Name query NB ISATAP<00>"
"35","3.316051","192.168.56.101","192.168.56.255","NBNS","92","Name query NB ISATAP<00>"
"36","3.361427","192.168.56.101","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"37","3.361430","192.168.56.101","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"38","3.500703","192.168.56.101","224.0.0.22","IGMPv3","62","Membership Report / Join group 224.0.0.252 for any sources / Join group 239.255.255.250 for any sources"
"39","3.500705","192.168.56.101","224.0.0.22","IGMPv3","62","Membership Report / Join group 224.0.0.252 for any sources / Join group 239.255.255.250 for any sources"
"40","3.600055","0a:00:27:00:00:00","5a:94:d2:14:5a:51","ARP","42","Who has 192.168.56.101? Tell 192.168.56.1"
"41","3.600154","5a:94:d2:14:5a:51","0a:00:27:00:00:00","ARP","42","192.168.56.101 is at 5a:94:d2:14:5a:51"
"42","3.663237","192.168.56.101","239.255.255.250","SSDP","139","M-SEARCH * HTTP/1.1 "
"43","3.663239","192.168.56.101","239.255.255.250","SSDP","139","M-SEARCH * HTTP/1.1 "
"44","3.680763","192.168.56.101","239.255.255.250","SSDP","171","M-SEARCH * HTTP/1.1 "
"45","3.680765","192.168.56.101","239.255.255.250","SSDP","171","M-SEARCH * HTTP/1.1 "
"46","3.828572","192.168.56.101","192.168.56.255","NBNS","110","Registration NB NONE<20>"
"47","3.828578","192.168.56.101","192.168.56.255","NBNS","110","Registration NB NONE<20>"
"48","3.829113","192.168.56.101","192.168.56.255","NBNS","110","Registration NB WORKGROUP<00>"
"49","3.829114","192.168.56.101","192.168.56.255","NBNS","110","Registration NB WORKGROUP<00>"
"50","3.829647","192.168.56.101","192.168.56.255","NBNS","110","Registration NB NONE<00>"
"51","3.829649","192.168.56.101","192.168.56.255","NBNS","110","Registration NB NONE<00>"
"52","3.842012","192.168.56.101","239.255.255.250","UDP","666","62407  >  3702 Len=624"
"53","3.842016","192.168.56.101","239.255.255.250","UDP","666","62407  >  3702 Len=624"
"54","3.924604","192.168.56.101","239.255.255.250","UDP","666","62407  >  3702 Len=624"
"55","3.924608","192.168.56.101","239.255.255.250","UDP","666","62407  >  3702 Len=624"
