"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","91.219.236.222","192.168.56.101","TCP","54","443  >  49260 [FIN, ACK] Seq=1 Ack=1 Win=65535 Len=0"
"2","1.502059","91.219.236.222","192.168.56.101","TCP","54","[TCP Retransmission] 443  >  49260 [FIN, ACK] Seq=1 Ack=1 Win=65535 Len=0"
"3","4.698508","91.219.236.222","192.168.56.101","TCP","54","[TCP Retransmission] 443  >  49260 [FIN, ACK] Seq=1 Ack=1 Win=65535 Len=0"
"4","10.908661","91.219.236.222","192.168.56.101","TCP","54","[TCP Retransmission] 443  >  49260 [FIN, ACK] Seq=1 Ack=1 Win=65535 Len=0"
"5","12.602063","5a:94:d2:14:5a:51","Broadcast","ARP","42","Who has 192.168.56.101? (ARP Probe)"
"6","12.602066","5a:94:d2:14:5a:51","Broadcast","ARP","42","Who has 192.168.56.101? (ARP Probe)"
"7","13.599837","5a:94:d2:14:5a:51","Broadcast","ARP","42","Who has 192.168.56.101? (ARP Probe)"
"8","13.599841","5a:94:d2:14:5a:51","Broadcast","ARP","42","Who has 192.168.56.101? (ARP Probe)"
"9","14.605547","5a:94:d2:14:5a:51","Broadcast","ARP","42","Who has 192.168.56.101? (ARP Probe)"
"10","14.605551","5a:94:d2:14:5a:51","Broadcast","ARP","42","Who has 192.168.56.101? (ARP Probe)"
"11","15.601297","5a:94:d2:14:5a:51","Broadcast","ARP","42","Who has 192.168.56.1? Tell 192.168.56.101"
"12","15.601301","5a:94:d2:14:5a:51","Broadcast","ARP","42","Who has 192.168.56.1? Tell 192.168.56.101"
"13","15.601312","0a:00:27:00:00:00","5a:94:d2:14:5a:51","ARP","42","192.168.56.1 is at 0a:00:27:00:00:00"
"14","15.608405","192.168.56.101","224.0.0.22","IGMPv3","54","Membership Report / Leave group 224.0.0.252"
"15","15.608407","192.168.56.101","224.0.0.22","IGMPv3","54","Membership Report / Leave group 224.0.0.252"
"16","15.628817","192.168.56.101","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.252 for any sources"
"17","15.628819","192.168.56.101","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.252 for any sources"
"18","15.633712","192.168.56.101","224.0.0.252","LLMNR","64","Standard query 0x4163 ANY None"
"19","15.633713","192.168.56.101","224.0.0.252","LLMNR","64","Standard query 0x4163 ANY None"
"20","15.633956","192.168.56.101","192.168.56.255","NBNS","92","Name query NB ISATAP<00>"
"21","15.633957","192.168.56.101","192.168.56.255","NBNS","92","Name query NB ISATAP<00>"
"22","15.641515","192.168.56.101","224.0.0.22","IGMPv3","54","Membership Report / Join group 239.255.255.250 for any sources"
"23","15.641516","192.168.56.101","224.0.0.22","IGMPv3","54","Membership Report / Join group 239.255.255.250 for any sources"
"24","15.682879","192.168.56.101","192.168.56.255","NBNS","110","Registration NB NONE<00>"
"25","15.682882","192.168.56.101","192.168.56.255","NBNS","110","Registration NB NONE<00>"
"26","15.683924","192.168.56.101","192.168.56.255","NBNS","110","Registration NB WORKGROUP<00>"
"27","15.683926","192.168.56.101","192.168.56.255","NBNS","110","Registration NB WORKGROUP<00>"
"28","15.684777","192.168.56.101","192.168.56.255","NBNS","110","Registration NB NONE<20>"
"29","15.684779","192.168.56.101","192.168.56.255","NBNS","110","Registration NB NONE<20>"
"30","15.741992","192.168.56.101","224.0.0.252","LLMNR","64","Standard query 0x4163 ANY None"
"31","15.741994","192.168.56.101","224.0.0.252","LLMNR","64","Standard query 0x4163 ANY None"
"32","15.774015","5a:94:d2:14:5a:51","Broadcast","ARP","42","Who has 192.168.56.1? Tell 192.168.56.101"
"33","15.774016","5a:94:d2:14:5a:51","Broadcast","ARP","42","Who has 192.168.56.1? Tell 192.168.56.101"
"34","15.774024","0a:00:27:00:00:00","5a:94:d2:14:5a:51","ARP","42","192.168.56.1 is at 0a:00:27:00:00:00"
"35","15.959707","192.168.56.101","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"36","15.959710","192.168.56.101","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"37","16.099874","192.168.56.101","224.0.0.22","IGMPv3","62","Membership Report / Join group 224.0.0.252 for any sources / Join group 239.255.255.250 for any sources"
"38","16.099882","192.168.56.101","224.0.0.22","IGMPv3","62","Membership Report / Join group 224.0.0.252 for any sources / Join group 239.255.255.250 for any sources"
"39","16.264380","192.168.56.101","239.255.255.250","SSDP","139","M-SEARCH * HTTP/1.1 "
"40","16.264382","192.168.56.101","239.255.255.250","SSDP","139","M-SEARCH * HTTP/1.1 "
"41","16.281456","192.168.56.101","239.255.255.250","SSDP","171","M-SEARCH * HTTP/1.1 "
"42","16.281458","192.168.56.101","239.255.255.250","SSDP","171","M-SEARCH * HTTP/1.1 "
"43","16.382725","192.168.56.101","192.168.56.255","NBNS","92","Name query NB ISATAP<00>"
"44","16.382729","192.168.56.101","192.168.56.255","NBNS","92","Name query NB ISATAP<00>"
"45","16.430926","192.168.56.101","192.168.56.255","NBNS","110","Registration NB NONE<20>"
"46","16.430929","192.168.56.101","192.168.56.255","NBNS","110","Registration NB NONE<20>"
"47","16.431003","192.168.56.101","192.168.56.255","NBNS","110","Registration NB WORKGROUP<00>"
"48","16.431005","192.168.56.101","192.168.56.255","NBNS","110","Registration NB WORKGROUP<00>"
"49","16.431179","192.168.56.101","192.168.56.255","NBNS","110","Registration NB NONE<00>"
"50","16.431180","192.168.56.101","192.168.56.255","NBNS","110","Registration NB NONE<00>"
"51","16.445983","192.168.56.101","239.255.255.250","UDP","666","57521  >  3702 Len=624"
"52","16.445986","192.168.56.101","239.255.255.250","UDP","666","57521  >  3702 Len=624"
"53","16.537848","192.168.56.101","239.255.255.250","UDP","666","57521  >  3702 Len=624"
"54","16.537852","192.168.56.101","239.255.255.250","UDP","666","57521  >  3702 Len=624"
"55","17.112420","192.168.56.101","224.0.0.252","LLMNR","64","Standard query 0x21c1 A wpad"
"56","17.112422","192.168.56.101","224.0.0.252","LLMNR","64","Standard query 0x21c1 A wpad"
"57","17.131952","192.168.56.101","192.168.56.255","NBNS","92","Name query NB ISATAP<00>"
"58","17.131956","192.168.56.101","192.168.56.255","NBNS","92","Name query NB ISATAP<00>"
"59","17.178571","192.168.56.101","192.168.56.255","NBNS","110","Registration NB NONE<00>"
"60","17.178574","192.168.56.101","192.168.56.255","NBNS","110","Registration NB NONE<00>"
"61","17.179128","192.168.56.101","192.168.56.255","NBNS","110","Registration NB WORKGROUP<00>"
"62","17.179129","192.168.56.101","192.168.56.255","NBNS","110","Registration NB WORKGROUP<00>"
"63","17.179735","192.168.56.101","192.168.56.255","NBNS","110","Registration NB NONE<20>"
"64","17.179736","192.168.56.101","192.168.56.255","NBNS","110","Registration NB NONE<20>"
"65","17.216225","192.168.56.101","224.0.0.252","LLMNR","64","Standard query 0x21c1 A wpad"
"66","17.216226","192.168.56.101","224.0.0.252","LLMNR","64","Standard query 0x21c1 A wpad"
"67","17.417456","192.168.56.101","192.168.56.255","NBNS","92","Name query NB WPAD<00>"
"68","17.417460","192.168.56.101","192.168.56.255","NBNS","92","Name query NB WPAD<00>"
"69","17.902236","192.168.56.101","224.0.0.252","LLMNR","66","Standard query 0xc4c8 A isatap"
"70","17.902238","192.168.56.101","224.0.0.252","LLMNR","66","Standard query 0xc4c8 A isatap"
"71","17.938937","192.168.56.101","192.168.56.255","NBNS","110","Registration NB NONE<20>"
"72","17.938939","192.168.56.101","192.168.56.255","NBNS","110","Registration NB NONE<20>"
"73","17.939005","192.168.56.101","192.168.56.255","NBNS","110","Registration NB WORKGROUP<00>"
"74","17.939006","192.168.56.101","192.168.56.255","NBNS","110","Registration NB WORKGROUP<00>"
"75","17.939053","192.168.56.101","192.168.56.255","NBNS","110","Registration NB NONE<00>"
"76","17.939054","192.168.56.101","192.168.56.255","NBNS","110","Registration NB NONE<00>"
"77","17.993860","192.168.56.101","224.0.0.252","LLMNR","66","Standard query 0xc4c8 A isatap"
"78","17.993861","192.168.56.101","224.0.0.252","LLMNR","66","Standard query 0xc4c8 A isatap"
"79","18.164721","192.168.56.101","192.168.56.255","NBNS","92","Name query NB WPAD<00>"
"80","18.164724","192.168.56.101","192.168.56.255","NBNS","92","Name query NB WPAD<00>"
"81","18.204906","192.168.56.101","192.168.56.255","NBNS","92","Name query NB ISATAP<00>"
"82","18.204908","192.168.56.101","192.168.56.255","NBNS","92","Name query NB ISATAP<00>"
"83","18.602499","192.168.56.101","8.8.8.8","DNS","85","Standard query 0x971a A teredo.ipv6.microsoft.com"
"84","18.623674","8.8.8.8","192.168.56.101","DNS","158","Standard query response 0x971a No such name A teredo.ipv6.microsoft.com SOA ns1-04.azure-dns.com"
"85","18.693690","192.168.56.101","192.168.56.255","NBNS","110","Registration NB WORKGROUP<1e>"
"86","18.693694","192.168.56.101","192.168.56.255","NBNS","110","Registration NB WORKGROUP<1e>"
"87","18.912206","192.168.56.101","192.168.56.255","NBNS","92","Name query NB WPAD<00>"
"88","18.912211","192.168.56.101","192.168.56.255","NBNS","92","Name query NB WPAD<00>"
"89","18.943762","192.168.56.101","192.168.56.255","NBNS","92","Name query NB ISATAP<00>"
"90","18.943766","192.168.56.101","192.168.56.255","NBNS","92","Name query NB ISATAP<00>"
"91","18.960497","192.168.56.101","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"92","18.960500","192.168.56.101","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"93","18.992440","192.168.56.101","239.255.255.250","SSDP","171","M-SEARCH * HTTP/1.1 "
"94","18.992441","192.168.56.101","239.255.255.250","SSDP","171","M-SEARCH * HTTP/1.1 "
"95","19.027922","192.168.56.101","239.255.255.250","SSDP","139","M-SEARCH * HTTP/1.1 "
"96","19.027923","192.168.56.101","239.255.255.250","SSDP","139","M-SEARCH * HTTP/1.1 "
"97","19.055872","192.168.56.101","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"98","19.055874","192.168.56.101","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"99","19.258899","192.168.56.101","239.255.255.250","SSDP","139","M-SEARCH * HTTP/1.1 "
"100","19.258901","192.168.56.101","239.255.255.250","SSDP","139","M-SEARCH * HTTP/1.1 "
"101","19.272618","192.168.56.101","239.255.255.250","SSDP","171","M-SEARCH * HTTP/1.1 "
"102","19.272620","192.168.56.101","239.255.255.250","SSDP","171","M-SEARCH * HTTP/1.1 "
"103","19.430823","192.168.56.101","192.168.56.255","NBNS","110","Registration NB WORKGROUP<1e>"
"104","19.430827","192.168.56.101","192.168.56.255","NBNS","110","Registration NB WORKGROUP<1e>"
"105","19.676145","192.168.56.101","8.8.8.8","DNS","76","Standard query 0xab76 A www.msftncsi.com"
"106","19.693719","192.168.56.101","192.168.56.255","NBNS","92","Name query NB ISATAP<00>"
"107","19.693722","192.168.56.101","192.168.56.255","NBNS","92","Name query NB ISATAP<00>"
"108","19.716287","8.8.8.8","192.168.56.101","DNS","182","Standard query response 0xab76 A www.msftncsi.com CNAME www.msftncsi.com.edgesuite.net CNAME a1961.g2.akamai.net A 96.17.176.171 A 96.17.176.177"
"109","19.726250","192.168.56.101","96.17.176.171","TCP","66","49159  >  80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"110","19.740649","96.17.176.171","192.168.56.101","TCP","58","80  >  49159 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"111","19.740946","192.168.56.101","96.17.176.171","TCP","54","49159  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"112","19.742350","192.168.56.101","96.17.176.171","HTTP","151","GET /ncsi.txt HTTP/1.1 "
"113","19.742509","96.17.176.171","192.168.56.101","TCP","54","80  >  49159 [ACK] Seq=1 Ack=98 Win=65535 Len=0"
"114","19.759852","96.17.176.171","192.168.56.101","HTTP","233","HTTP/1.1 200 OK  (text/plain)"
"115","19.760476","192.168.56.101","96.17.176.171","TCP","54","49159  >  80 [FIN, ACK] Seq=98 Ack=180 Win=64061 Len=0"
"116","19.762253","96.17.176.171","192.168.56.101","TCP","54","80  >  49159 [FIN, ACK] Seq=180 Ack=98 Win=65535 Len=0"
"117","19.762266","96.17.176.171","192.168.56.101","TCP","54","[TCP Out-Of-Order] 80  >  49159 [FIN, ACK] Seq=180 Ack=99 Win=65535 Len=0"
"118","20.181292","192.168.56.101","192.168.56.255","NBNS","110","Registration NB WORKGROUP<1e>"
"119","20.181296","192.168.56.101","192.168.56.255","NBNS","110","Registration NB WORKGROUP<1e>"
"120","20.451923","192.168.56.101","224.0.0.252","LLMNR","66","Standard query 0x025f A isatap"
"121","20.451939","192.168.56.101","224.0.0.252","LLMNR","66","Standard query 0x025f A isatap"
"122","20.470356","5a:94:d2:14:5a:51","Broadcast","ARP","42","Who has 192.168.56.1? Tell 192.168.56.101"
"123","20.470359","5a:94:d2:14:5a:51","Broadcast","ARP","42","Who has 192.168.56.1? Tell 192.168.56.101"
"124","20.470368","0a:00:27:00:00:00","5a:94:d2:14:5a:51","ARP","42","192.168.56.1 is at 0a:00:27:00:00:00"
"125","20.554023","192.168.56.101","224.0.0.252","LLMNR","66","Standard query 0x025f A isatap"
"126","20.554024","192.168.56.101","224.0.0.252","LLMNR","66","Standard query 0x025f A isatap"
"127","20.758914","192.168.56.101","192.168.56.255","NBNS","92","Name query NB ISATAP<00>"
"128","20.758917","192.168.56.101","192.168.56.255","NBNS","92","Name query NB ISATAP<00>"
"129","20.928199","192.168.56.101","192.168.56.255","NBNS","110","Registration NB WORKGROUP<1e>"
"130","20.928203","192.168.56.101","192.168.56.255","NBNS","110","Registration NB WORKGROUP<1e>"
"131","21.262906","96.17.176.171","192.168.56.101","TCP","54","[TCP Retransmission] 80  >  49159 [FIN, ACK] Seq=180 Ack=99 Win=65535 Len=0"
"132","21.263322","192.168.56.101","96.17.176.171","TCP","54","[TCP ZeroWindow] 49159  >  80 [ACK] Seq=99 Ack=181 Win=0 Len=0"
"133","21.510226","192.168.56.101","192.168.56.255","NBNS","92","Name query NB ISATAP<00>"
"134","21.510230","192.168.56.101","192.168.56.255","NBNS","92","Name query NB ISATAP<00>"
"135","21.685304","192.168.56.101","192.168.56.255","BROWSER","217","Request Announcement NONE"
"136","21.685308","192.168.56.101","192.168.56.255","BROWSER","217","Request Announcement NONE"
"137","21.698092","192.168.56.101","192.168.56.255","BROWSER","243","Host Announcement NONE, Workstation, Server, NT Workstation, Potential Browser"
"138","21.698094","192.168.56.101","192.168.56.255","BROWSER","243","Host Announcement NONE, Workstation, Server, NT Workstation, Potential Browser"
"139","21.984456","192.168.56.101","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"140","21.984460","192.168.56.101","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"141","22.053798","192.168.56.101","239.255.255.250","SSDP","171","M-SEARCH * HTTP/1.1 "
"142","22.053800","192.168.56.101","239.255.255.250","SSDP","171","M-SEARCH * HTTP/1.1 "
"143","22.093579","192.168.56.101","239.255.255.250","SSDP","139","M-SEARCH * HTTP/1.1 "
"144","22.093581","192.168.56.101","239.255.255.250","SSDP","139","M-SEARCH * HTTP/1.1 "
"145","22.133285","192.168.56.101","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"146","22.133290","192.168.56.101","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"147","22.256270","192.168.56.101","192.168.56.255","NBNS","92","Name query NB ISATAP<00>"
"148","22.256275","192.168.56.101","192.168.56.255","NBNS","92","Name query NB ISATAP<00>"
"149","22.256907","192.168.56.101","239.255.255.250","SSDP","139","M-SEARCH * HTTP/1.1 "
"150","22.256908","192.168.56.101","239.255.255.250","SSDP","139","M-SEARCH * HTTP/1.1 "
"151","22.273031","192.168.56.101","239.255.255.250","SSDP","171","M-SEARCH * HTTP/1.1 "
"152","22.273033","192.168.56.101","239.255.255.250","SSDP","171","M-SEARCH * HTTP/1.1 "
"153","23.020532","192.168.56.101","224.0.0.252","LLMNR","66","Standard query 0xc9cb A isatap"
"154","23.020534","192.168.56.101","224.0.0.252","LLMNR","66","Standard query 0xc9cb A isatap"
"155","23.126547","192.168.56.101","224.0.0.252","LLMNR","66","Standard query 0xc9cb A isatap"
"156","23.126548","192.168.56.101","224.0.0.252","LLMNR","66","Standard query 0xc9cb A isatap"
"157","23.191169","192.168.56.101","192.168.56.255","BROWSER","217","Request Announcement NONE"
"158","23.191173","192.168.56.101","192.168.56.255","BROWSER","217","Request Announcement NONE"
"159","23.328065","192.168.56.101","192.168.56.255","NBNS","92","Name query NB ISATAP<00>"
"160","23.328069","192.168.56.101","192.168.56.255","NBNS","92","Name query NB ISATAP<00>"
"161","24.070828","192.168.56.101","192.168.56.255","NBNS","92","Name query NB ISATAP<00>"
"162","24.070831","192.168.56.101","192.168.56.255","NBNS","92","Name query NB ISATAP<00>"
"163","24.558896","91.219.236.222","192.168.56.101","TCP","54","[TCP Retransmission] 443  >  49260 [FIN, ACK] Seq=1 Ack=1 Win=65535 Len=0"
"164","24.559142","192.168.56.101","91.219.236.222","TCP","54","49260  >  443 [RST] Seq=1 Win=0 Len=0"
"165","24.679048","192.168.56.101","192.168.56.255","BROWSER","217","Request Announcement NONE"
"166","24.679053","192.168.56.101","192.168.56.255","BROWSER","217","Request Announcement NONE"
"167","24.821647","192.168.56.101","192.168.56.255","NBNS","92","Name query NB ISATAP<00>"
"168","24.821650","192.168.56.101","192.168.56.255","NBNS","92","Name query NB ISATAP<00>"
"169","24.976456","192.168.56.101","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"170","24.976460","192.168.56.101","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"171","25.574793","192.168.56.101","224.0.0.252","LLMNR","66","Standard query 0x96f1 A isatap"
"172","25.574794","192.168.56.101","224.0.0.252","LLMNR","66","Standard query 0x96f1 A isatap"
"173","25.681403","192.168.56.101","224.0.0.252","LLMNR","66","Standard query 0x96f1 A isatap"
"174","25.681405","192.168.56.101","224.0.0.252","LLMNR","66","Standard query 0x96f1 A isatap"
"175","25.881766","192.168.56.101","192.168.56.255","NBNS","92","Name query NB ISATAP<00>"
"176","25.881769","192.168.56.101","192.168.56.255","NBNS","92","Name query NB ISATAP<00>"
"177","26.180428","192.168.56.101","192.168.56.255","BROWSER","217","Request Announcement NONE"
"178","26.180444","192.168.56.101","192.168.56.255","BROWSER","217","Request Announcement NONE"
"179","26.632523","192.168.56.101","192.168.56.255","NBNS","92","Name query NB ISATAP<00>"
"180","26.632527","192.168.56.101","192.168.56.255","NBNS","92","Name query NB ISATAP<00>"
"181","27.382210","192.168.56.101","192.168.56.255","NBNS","92","Name query NB ISATAP<00>"
"182","27.382214","192.168.56.101","192.168.56.255","NBNS","92","Name query NB ISATAP<00>"
"183","27.678119","192.168.56.101","192.168.56.255","BROWSER","229","Browser Election Request"
"184","27.678121","192.168.56.101","192.168.56.255","BROWSER","229","Browser Election Request"
"185","27.976357","192.168.56.101","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"186","27.976371","192.168.56.101","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"187","28.134342","192.168.56.101","224.0.0.252","LLMNR","66","Standard query 0x6e6e A isatap"
"188","28.134344","192.168.56.101","224.0.0.252","LLMNR","66","Standard query 0x6e6e A isatap"
"189","28.246038","192.168.56.101","224.0.0.252","LLMNR","66","Standard query 0x6e6e A isatap"
"190","28.246061","192.168.56.101","224.0.0.252","LLMNR","66","Standard query 0x6e6e A isatap"
"191","28.445220","192.168.56.101","192.168.56.255","NBNS","92","Name query NB ISATAP<00>"
"192","28.445225","192.168.56.101","192.168.56.255","NBNS","92","Name query NB ISATAP<00>"
"193","28.679384","192.168.56.101","192.168.56.255","BROWSER","229","Browser Election Request"
"194","28.679388","192.168.56.101","192.168.56.255","BROWSER","229","Browser Election Request"
"195","29.193523","192.168.56.101","192.168.56.255","NBNS","92","Name query NB ISATAP<00>"
"196","29.193527","192.168.56.101","192.168.56.255","NBNS","92","Name query NB ISATAP<00>"
"197","29.679005","192.168.56.101","192.168.56.255","BROWSER","229","Browser Election Request"
"198","29.679009","192.168.56.101","192.168.56.255","BROWSER","229","Browser Election Request"
"199","29.953930","192.168.56.101","192.168.56.255","NBNS","92","Name query NB ISATAP<00>"
"200","29.953934","192.168.56.101","192.168.56.255","NBNS","92","Name query NB ISATAP<00>"
"201","30.678838","192.168.56.101","192.168.56.255","BROWSER","229","Browser Election Request"
"202","30.678842","192.168.56.101","192.168.56.255","BROWSER","229","Browser Election Request"
"203","31.681139","192.168.56.101","192.168.56.255","NBNS","110","Registration NB WORKGROUP<1d>"
"204","31.681142","192.168.56.101","192.168.56.255","NBNS","110","Registration NB WORKGROUP<1d>"
"205","32.274159","131.188.40.189","192.168.56.101","TLSv1.2","597","Application Data"
"206","32.274343","192.168.56.101","131.188.40.189","TCP","54","49364  >  443 [RST] Seq=1 Win=0 Len=0"
"207","32.428508","192.168.56.101","192.168.56.255","NBNS","110","Registration NB WORKGROUP<1d>"
"208","32.428511","192.168.56.101","192.168.56.255","NBNS","110","Registration NB WORKGROUP<1d>"
