,No.,Time,Source,Destination,Protocol,Length,Info
0,1,0.0,0a:00:27:00:00:00,Broadcast,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
1,2,1.028403,0a:00:27:00:00:00,Broadcast,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
2,3,2.053935,0a:00:27:00:00:00,Broadcast,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
3,4,4.081462,0a:00:27:00:00:00,Broadcast,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
4,5,5.096773,0a:00:27:00:00:00,Broadcast,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
5,6,6.116499,0a:00:27:00:00:00,Broadcast,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
6,7,8.142796,0a:00:27:00:00:00,Broadcast,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
7,8,9.156743,0a:00:27:00:00:00,Broadcast,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
8,9,10.18065,0a:00:27:00:00:00,Broadcast,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
9,10,12.208629,0a:00:27:00:00:00,Broadcast,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
10,11,13.220769,0a:00:27:00:00:00,Broadcast,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
11,12,14.244629,0a:00:27:00:00:00,Broadcast,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
12,13,16.275143,0a:00:27:00:00:00,Broadcast,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
13,14,17.286335,0a:00:27:00:00:00,Broadcast,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
14,15,18.309403,0a:00:27:00:00:00,Broadcast,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
15,16,20.335046,0a:00:27:00:00:00,Broadcast,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
16,17,21.348412,0a:00:27:00:00:00,Broadcast,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
17,18,22.373623,0a:00:27:00:00:00,Broadcast,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
18,19,24.402755,0a:00:27:00:00:00,Broadcast,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
19,20,25.414804,0a:00:27:00:00:00,Broadcast,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
20,21,26.441071,0a:00:27:00:00:00,Broadcast,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
21,22,28.462722,0a:00:27:00:00:00,Broadcast,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
22,23,29.480903,0a:00:27:00:00:00,Broadcast,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
23,24,30.500693,0a:00:27:00:00:00,Broadcast,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
24,25,32.528609,0a:00:27:00:00:00,Broadcast,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
25,26,33.115909,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has 192.168.56.101? (ARP Probe)
26,27,33.115913,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has 192.168.56.101? (ARP Probe)
27,28,33.54159,0a:00:27:00:00:00,Broadcast,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
28,29,34.115194,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has 192.168.56.101? (ARP Probe)
29,30,34.115198,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has 192.168.56.101? (ARP Probe)
30,31,34.564418,0a:00:27:00:00:00,Broadcast,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
31,32,35.11582,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has 192.168.56.101? (ARP Probe)
32,33,35.115825,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has 192.168.56.101? (ARP Probe)
33,34,36.128017,192.168.56.101,224.0.0.22,IGMPv3,54,Membership Report / Leave group 224.0.0.252
34,35,36.128021,192.168.56.101,224.0.0.22,IGMPv3,54,Membership Report / Leave group 224.0.0.252
35,36,36.158533,192.168.56.101,224.0.0.22,IGMPv3,54,Membership Report / Join group 224.0.0.252 for any sources
36,37,36.158537,192.168.56.101,224.0.0.22,IGMPv3,54,Membership Report / Join group 224.0.0.252 for any sources
37,38,36.162982,192.168.56.101,224.0.0.252,LLMNR,64,Standard query 0xe98b ANY None
38,39,36.162984,192.168.56.101,224.0.0.252,LLMNR,64,Standard query 0xe98b ANY None
39,40,36.166095,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
40,41,36.166098,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
41,42,36.201047,192.168.56.101,192.168.56.255,NBNS,110,Registration NB NONE<20>
42,43,36.201051,192.168.56.101,192.168.56.255,NBNS,110,Registration NB NONE<20>
43,44,36.207967,192.168.56.101,192.168.56.255,NBNS,110,Registration NB NONE<00>
44,45,36.207973,192.168.56.101,192.168.56.255,NBNS,110,Registration NB NONE<00>
45,46,36.208516,192.168.56.101,192.168.56.255,NBNS,110,Registration NB WORKGROUP<00>
46,47,36.20852,192.168.56.101,192.168.56.255,NBNS,110,Registration NB WORKGROUP<00>
47,48,36.222317,192.168.56.101,224.0.0.22,IGMPv3,54,Membership Report / Join group 239.255.255.250 for any sources
48,49,36.222322,192.168.56.101,224.0.0.22,IGMPv3,54,Membership Report / Join group 239.255.255.250 for any sources
49,50,36.256845,192.168.56.101,224.0.0.252,LLMNR,64,Standard query 0xe98b ANY None
50,51,36.256857,192.168.56.101,224.0.0.252,LLMNR,64,Standard query 0xe98b ANY None
51,52,36.295419,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has 192.168.56.1? Tell 192.168.56.101
52,53,36.295423,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has 192.168.56.1? Tell 192.168.56.101
53,54,36.295445,0a:00:27:00:00:00,5a:94:d2:14:5a:51,ARP,42,192.168.56.1 is at 0a:00:27:00:00:00
54,55,36.298122,95.128.43.164,192.168.56.101,TCP,54,"443  >  49466 [FIN, ACK] Seq=1 Ack=1 Win=65535 Len=0"
55,56,36.29874,192.168.56.101,95.128.43.164,TCP,54,49466  >  443 [RST] Seq=1 Win=0 Len=0
56,57,36.617354,192.168.56.101,224.0.0.22,IGMPv3,62,Membership Report / Join group 224.0.0.252 for any sources / Join group 239.255.255.250 for any sources
57,58,36.617358,192.168.56.101,224.0.0.22,IGMPv3,62,Membership Report / Join group 224.0.0.252 for any sources / Join group 239.255.255.250 for any sources
58,59,36.744571,192.168.56.101,239.255.255.250,SSDP,175,M-SEARCH * HTTP/1.1 
59,60,36.744574,192.168.56.101,239.255.255.250,SSDP,175,M-SEARCH * HTTP/1.1 
60,61,36.912351,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
61,62,36.912355,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
62,63,36.94344,192.168.56.101,192.168.56.255,NBNS,110,Registration NB WORKGROUP<00>
63,64,36.943444,192.168.56.101,192.168.56.255,NBNS,110,Registration NB WORKGROUP<00>
64,65,36.944205,192.168.56.101,192.168.56.255,NBNS,110,Registration NB NONE<00>
65,66,36.944208,192.168.56.101,192.168.56.255,NBNS,110,Registration NB NONE<00>
66,67,36.944908,192.168.56.101,192.168.56.255,NBNS,110,Registration NB NONE<20>
67,68,36.94491,192.168.56.101,192.168.56.255,NBNS,110,Registration NB NONE<20>
68,69,36.9686,192.168.56.101,239.255.255.250,SSDP,139,M-SEARCH * HTTP/1.1 
69,70,36.968602,192.168.56.101,239.255.255.250,SSDP,139,M-SEARCH * HTTP/1.1 
70,71,36.99705,192.168.56.101,239.255.255.250,SSDP,171,M-SEARCH * HTTP/1.1 
71,72,36.997052,192.168.56.101,239.255.255.250,SSDP,171,M-SEARCH * HTTP/1.1 
72,73,37.175155,192.168.56.101,239.255.255.250,UDP,666,58809  >  3702 Len=624
73,74,37.175162,192.168.56.101,239.255.255.250,UDP,666,58809  >  3702 Len=624
74,75,37.266216,192.168.56.101,239.255.255.250,UDP,666,58809  >  3702 Len=624
75,76,37.266221,192.168.56.101,239.255.255.250,UDP,666,58809  >  3702 Len=624
76,77,37.306081,192.168.56.101,224.0.0.252,LLMNR,64,Standard query 0xd671 A wpad
77,78,37.306083,192.168.56.101,224.0.0.252,LLMNR,64,Standard query 0xd671 A wpad
78,79,37.416239,192.168.56.101,224.0.0.252,LLMNR,64,Standard query 0xd671 A wpad
79,80,37.416241,192.168.56.101,224.0.0.252,LLMNR,64,Standard query 0xd671 A wpad
80,81,37.616065,192.168.56.101,192.168.56.255,NBNS,92,Name query NB WPAD<00>
81,82,37.61607,192.168.56.101,192.168.56.255,NBNS,92,Name query NB WPAD<00>
82,83,37.662389,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
83,84,37.662393,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
84,85,37.693355,192.168.56.101,192.168.56.255,NBNS,110,Registration NB NONE<20>
85,86,37.693359,192.168.56.101,192.168.56.255,NBNS,110,Registration NB NONE<20>
86,87,37.693461,192.168.56.101,192.168.56.255,NBNS,110,Registration NB NONE<00>
87,88,37.693462,192.168.56.101,192.168.56.255,NBNS,110,Registration NB NONE<00>
88,89,37.693511,192.168.56.101,192.168.56.255,NBNS,110,Registration NB WORKGROUP<00>
89,90,37.693512,192.168.56.101,192.168.56.255,NBNS,110,Registration NB WORKGROUP<00>
90,91,38.367904,192.168.56.101,192.168.56.255,NBNS,92,Name query NB WPAD<00>
91,92,38.367908,192.168.56.101,192.168.56.255,NBNS,92,Name query NB WPAD<00>
92,93,38.416026,192.168.56.101,224.0.0.252,LLMNR,66,Standard query 0x4163 A isatap
93,94,38.416028,192.168.56.101,224.0.0.252,LLMNR,66,Standard query 0x4163 A isatap
94,95,38.445142,192.168.56.101,192.168.56.255,NBNS,110,Registration NB WORKGROUP<00>
95,96,38.445147,192.168.56.101,192.168.56.255,NBNS,110,Registration NB WORKGROUP<00>
96,97,38.445206,192.168.56.101,192.168.56.255,NBNS,110,Registration NB NONE<00>
97,98,38.445207,192.168.56.101,192.168.56.255,NBNS,110,Registration NB NONE<00>
98,99,38.445243,192.168.56.101,192.168.56.255,NBNS,110,Registration NB NONE<20>
99,100,38.445244,192.168.56.101,192.168.56.255,NBNS,110,Registration NB NONE<20>
100,101,38.525733,192.168.56.101,224.0.0.252,LLMNR,66,Standard query 0x4163 A isatap
101,102,38.525735,192.168.56.101,224.0.0.252,LLMNR,66,Standard query 0x4163 A isatap
102,103,38.726881,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
103,104,38.726885,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
104,105,39.129173,192.168.56.101,192.168.56.255,NBNS,92,Name query NB WPAD<00>
105,106,39.129178,192.168.56.101,192.168.56.255,NBNS,92,Name query NB WPAD<00>
106,107,39.196928,192.168.56.101,192.168.56.255,NBNS,110,Registration NB WORKGROUP<1e>
107,108,39.196932,192.168.56.101,192.168.56.255,NBNS,110,Registration NB WORKGROUP<1e>
108,109,39.22951,192.168.56.101,8.8.8.8,DNS,85,Standard query 0x21c1 A teredo.ipv6.microsoft.com
109,110,39.246901,8.8.8.8,192.168.56.101,DNS,158,Standard query response 0x21c1 No such name A teredo.ipv6.microsoft.com SOA ns1-04.azure-dns.com
110,111,39.474921,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
111,112,39.474925,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
112,113,39.664016,192.168.56.101,239.255.255.250,SSDP,171,M-SEARCH * HTTP/1.1 
113,114,39.664018,192.168.56.101,239.255.255.250,SSDP,171,M-SEARCH * HTTP/1.1 
114,115,39.694376,192.168.56.101,239.255.255.250,SSDP,139,M-SEARCH * HTTP/1.1 
115,116,39.694378,192.168.56.101,239.255.255.250,SSDP,139,M-SEARCH * HTTP/1.1 
116,117,39.725041,192.168.56.101,239.255.255.250,SSDP,175,M-SEARCH * HTTP/1.1 
117,118,39.725046,192.168.56.101,239.255.255.250,SSDP,175,M-SEARCH * HTTP/1.1 
118,119,39.741284,192.168.56.101,239.255.255.250,SSDP,175,M-SEARCH * HTTP/1.1 
119,120,39.741289,192.168.56.101,239.255.255.250,SSDP,175,M-SEARCH * HTTP/1.1 
120,121,39.894733,192.168.56.101,8.8.8.8,DNS,76,Standard query 0xc4c8 A www.msftncsi.com
121,122,39.943332,192.168.56.101,192.168.56.255,NBNS,110,Registration NB WORKGROUP<1e>
122,123,39.943337,192.168.56.101,192.168.56.255,NBNS,110,Registration NB WORKGROUP<1e>
123,124,39.959664,192.168.56.101,239.255.255.250,SSDP,139,M-SEARCH * HTTP/1.1 
124,125,39.959666,192.168.56.101,239.255.255.250,SSDP,139,M-SEARCH * HTTP/1.1 
125,126,39.992805,192.168.56.101,239.255.255.250,SSDP,171,M-SEARCH * HTTP/1.1 
126,127,39.992807,192.168.56.101,239.255.255.250,SSDP,171,M-SEARCH * HTTP/1.1 
127,128,40.019191,8.8.8.8,192.168.56.101,DNS,182,Standard query response 0xc4c8 A www.msftncsi.com CNAME www.msftncsi.com.edgesuite.net CNAME a1961.g2.akamai.net A 96.17.176.171 A 96.17.176.177
128,129,40.030377,192.168.56.101,96.17.176.171,TCP,66,49159  >  80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1
129,130,40.044075,96.17.176.171,192.168.56.101,TCP,58,"80  >  49159 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
130,131,40.044275,192.168.56.101,96.17.176.171,TCP,54,49159  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0
131,132,40.045256,192.168.56.101,96.17.176.171,HTTP,151,GET /ncsi.txt HTTP/1.1 
132,133,40.045371,96.17.176.171,192.168.56.101,TCP,54,80  >  49159 [ACK] Seq=1 Ack=98 Win=65535 Len=0
133,134,40.067071,96.17.176.171,192.168.56.101,HTTP,233,HTTP/1.1 200 OK  (text/plain)
134,135,40.067209,96.17.176.171,192.168.56.101,TCP,54,"80  >  49159 [FIN, ACK] Seq=180 Ack=98 Win=65535 Len=0"
135,136,40.067519,192.168.56.101,96.17.176.171,TCP,54,49159  >  80 [ACK] Seq=98 Ack=181 Win=64061 Len=0
136,137,40.068088,192.168.56.101,96.17.176.171,TCP,54,"49159  >  80 [FIN, ACK] Seq=98 Ack=181 Win=64061 Len=0"
137,138,40.068208,96.17.176.171,192.168.56.101,TCP,54,80  >  49159 [ACK] Seq=181 Ack=99 Win=65535 Len=0
138,139,40.22462,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
139,140,40.224623,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
140,141,40.697279,192.168.56.101,192.168.56.255,NBNS,110,Registration NB WORKGROUP<1e>
141,142,40.697284,192.168.56.101,192.168.56.255,NBNS,110,Registration NB WORKGROUP<1e>
142,143,40.994092,192.168.56.101,224.0.0.252,LLMNR,66,Standard query 0x971a A isatap
143,144,40.994093,192.168.56.101,224.0.0.252,LLMNR,66,Standard query 0x971a A isatap
144,145,41.108796,192.168.56.101,224.0.0.252,LLMNR,66,Standard query 0x971a A isatap
145,146,41.108798,192.168.56.101,224.0.0.252,LLMNR,66,Standard query 0x971a A isatap
146,147,41.304558,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
147,148,41.304562,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
148,149,41.443952,192.168.56.101,192.168.56.255,NBNS,110,Registration NB WORKGROUP<1e>
149,150,41.443957,192.168.56.101,192.168.56.255,NBNS,110,Registration NB WORKGROUP<1e>
150,151,42.052708,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
151,152,42.052714,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
152,153,42.201869,192.168.56.101,192.168.56.255,BROWSER,217,Request Announcement NONE
153,154,42.201873,192.168.56.101,192.168.56.255,BROWSER,217,Request Announcement NONE
154,155,42.214195,192.168.56.101,192.168.56.255,BROWSER,243,"Host Announcement NONE, Workstation, Server, NT Workstation, Potential Browser"
155,156,42.214199,192.168.56.101,192.168.56.255,BROWSER,243,"Host Announcement NONE, Workstation, Server, NT Workstation, Potential Browser"
156,157,42.725581,192.168.56.101,239.255.255.250,SSDP,171,M-SEARCH * HTTP/1.1 
157,158,42.725583,192.168.56.101,239.255.255.250,SSDP,171,M-SEARCH * HTTP/1.1 
158,159,42.747374,192.168.56.101,239.255.255.250,SSDP,175,M-SEARCH * HTTP/1.1 
159,160,42.747378,192.168.56.101,239.255.255.250,SSDP,175,M-SEARCH * HTTP/1.1 
160,161,42.756651,192.168.56.101,239.255.255.250,SSDP,139,M-SEARCH * HTTP/1.1 
161,162,42.756653,192.168.56.101,239.255.255.250,SSDP,139,M-SEARCH * HTTP/1.1 
162,163,42.787668,192.168.56.101,239.255.255.250,SSDP,175,M-SEARCH * HTTP/1.1 
163,164,42.787672,192.168.56.101,239.255.255.250,SSDP,175,M-SEARCH * HTTP/1.1 
164,165,42.802544,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
165,166,42.802547,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
166,167,42.959921,192.168.56.101,239.255.255.250,SSDP,139,M-SEARCH * HTTP/1.1 
167,168,42.959923,192.168.56.101,239.255.255.250,SSDP,139,M-SEARCH * HTTP/1.1 
168,169,42.991448,192.168.56.101,239.255.255.250,SSDP,171,M-SEARCH * HTTP/1.1 
169,170,42.99145,192.168.56.101,239.255.255.250,SSDP,171,M-SEARCH * HTTP/1.1 
170,171,43.559252,192.168.56.101,224.0.0.252,LLMNR,66,Standard query 0xab76 A isatap
171,172,43.559254,192.168.56.101,224.0.0.252,LLMNR,66,Standard query 0xab76 A isatap
172,173,43.563113,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has 192.168.56.1? Tell 192.168.56.101
173,174,43.563115,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has 192.168.56.1? Tell 192.168.56.101
174,175,43.563125,0a:00:27:00:00:00,5a:94:d2:14:5a:51,ARP,42,192.168.56.1 is at 0a:00:27:00:00:00
175,176,43.577441,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has 192.168.56.1? Tell 192.168.56.101
176,177,43.577445,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has 192.168.56.1? Tell 192.168.56.101
177,178,43.577455,0a:00:27:00:00:00,5a:94:d2:14:5a:51,ARP,42,192.168.56.1 is at 0a:00:27:00:00:00
178,179,43.664964,192.168.56.101,224.0.0.252,LLMNR,66,Standard query 0xab76 A isatap
179,180,43.664968,192.168.56.101,224.0.0.252,LLMNR,66,Standard query 0xab76 A isatap
180,181,43.697413,192.168.56.101,192.168.56.255,BROWSER,217,Request Announcement NONE
181,182,43.697418,192.168.56.101,192.168.56.255,BROWSER,217,Request Announcement NONE
182,183,43.873063,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
183,184,43.873068,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
184,185,44.63935,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
185,186,44.639354,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
186,187,45.194013,192.168.56.101,192.168.56.255,BROWSER,217,Request Announcement NONE
187,188,45.194017,192.168.56.101,192.168.56.255,BROWSER,217,Request Announcement NONE
188,189,45.366779,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
189,190,45.366785,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
190,191,45.742117,192.168.56.101,239.255.255.250,SSDP,175,M-SEARCH * HTTP/1.1 
191,192,45.742123,192.168.56.101,239.255.255.250,SSDP,175,M-SEARCH * HTTP/1.1 
192,193,46.123164,192.168.56.101,224.0.0.252,LLMNR,66,Standard query 0x025f A isatap
193,194,46.123166,192.168.56.101,224.0.0.252,LLMNR,66,Standard query 0x025f A isatap
194,195,46.224973,192.168.56.101,224.0.0.252,LLMNR,66,Standard query 0x025f A isatap
195,196,46.224975,192.168.56.101,224.0.0.252,LLMNR,66,Standard query 0x025f A isatap
196,197,46.428409,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
197,198,46.428413,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
198,199,46.696857,192.168.56.101,192.168.56.255,BROWSER,217,Request Announcement NONE
199,200,46.696859,192.168.56.101,192.168.56.255,BROWSER,217,Request Announcement NONE
200,201,47.178634,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
201,202,47.178637,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
202,203,47.927669,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
203,204,47.927673,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
204,205,48.196072,192.168.56.101,192.168.56.255,BROWSER,229,Browser Election Request
205,206,48.196075,192.168.56.101,192.168.56.255,BROWSER,229,Browser Election Request
206,207,48.683646,192.168.56.101,224.0.0.252,LLMNR,66,Standard query 0xc9cb A isatap
