,No.,Time,Source,Destination,Protocol,Length,Info
0,1,0.0,0a:00:27:00:00:00,5a:94:d2:14:5a:51,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
1,2,0.650355,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has 192.168.56.101? (ARP Probe)
2,3,0.650358,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has 192.168.56.101? (ARP Probe)
3,4,1.023524,0a:00:27:00:00:00,5a:94:d2:14:5a:51,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
4,5,1.65205,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has 192.168.56.101? (ARP Probe)
5,6,1.652053,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has 192.168.56.101? (ARP Probe)
6,7,2.048121,0a:00:27:00:00:00,5a:94:d2:14:5a:51,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
7,8,2.65051,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has 192.168.56.101? (ARP Probe)
8,9,2.650514,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has 192.168.56.101? (ARP Probe)
9,10,3.650867,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has 192.168.56.1? Tell 192.168.56.101
10,11,3.65087,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has 192.168.56.1? Tell 192.168.56.101
11,12,3.650894,0a:00:27:00:00:00,5a:94:d2:14:5a:51,ARP,42,192.168.56.1 is at 0a:00:27:00:00:00
12,13,3.65978,192.168.56.101,224.0.0.22,IGMPv3,54,Membership Report / Leave group 224.0.0.252
13,14,3.659781,192.168.56.101,224.0.0.22,IGMPv3,54,Membership Report / Leave group 224.0.0.252
14,15,3.682117,192.168.56.101,224.0.0.22,IGMPv3,54,Membership Report / Join group 224.0.0.252 for any sources
15,16,3.68212,192.168.56.101,224.0.0.22,IGMPv3,54,Membership Report / Join group 224.0.0.252 for any sources
16,17,3.687111,192.168.56.101,224.0.0.252,LLMNR,64,Standard query 0x4163 ANY None
17,18,3.687113,192.168.56.101,224.0.0.252,LLMNR,64,Standard query 0x4163 ANY None
18,19,3.701913,192.168.56.101,224.0.0.22,IGMPv3,54,Membership Report / Join group 239.255.255.250 for any sources
19,20,3.701916,192.168.56.101,224.0.0.22,IGMPv3,54,Membership Report / Join group 239.255.255.250 for any sources
20,21,3.714394,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
21,22,3.714398,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
22,23,3.736747,192.168.56.101,192.168.56.255,NBNS,110,Registration NB NONE<00>
23,24,3.736751,192.168.56.101,192.168.56.255,NBNS,110,Registration NB NONE<00>
24,25,3.736876,192.168.56.101,192.168.56.255,NBNS,110,Registration NB WORKGROUP<00>
25,26,3.736877,192.168.56.101,192.168.56.255,NBNS,110,Registration NB WORKGROUP<00>
26,27,3.738412,192.168.56.101,192.168.56.255,NBNS,110,Registration NB NONE<20>
27,28,3.738415,192.168.56.101,192.168.56.255,NBNS,110,Registration NB NONE<20>
28,29,3.791847,192.168.56.101,224.0.0.252,LLMNR,64,Standard query 0x4163 ANY None
29,30,3.791849,192.168.56.101,224.0.0.252,LLMNR,64,Standard query 0x4163 ANY None
30,31,3.814336,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has 192.168.56.1? Tell 192.168.56.101
31,32,3.814338,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has 192.168.56.1? Tell 192.168.56.101
32,33,3.814345,0a:00:27:00:00:00,5a:94:d2:14:5a:51,ARP,42,192.168.56.1 is at 0a:00:27:00:00:00
33,34,3.978459,192.168.56.101,239.255.255.250,SSDP,175,M-SEARCH * HTTP/1.1 
34,35,3.978461,192.168.56.101,239.255.255.250,SSDP,175,M-SEARCH * HTTP/1.1 
35,36,4.150501,192.168.56.101,224.0.0.22,IGMPv3,62,Membership Report / Join group 224.0.0.252 for any sources / Join group 239.255.255.250 for any sources
36,37,4.150506,192.168.56.101,224.0.0.22,IGMPv3,62,Membership Report / Join group 224.0.0.252 for any sources / Join group 239.255.255.250 for any sources
37,38,4.295936,192.168.56.101,239.255.255.250,SSDP,139,M-SEARCH * HTTP/1.1 
38,39,4.295937,192.168.56.101,239.255.255.250,SSDP,139,M-SEARCH * HTTP/1.1 
39,40,4.317939,192.168.56.101,239.255.255.250,SSDP,171,M-SEARCH * HTTP/1.1 
40,41,4.317941,192.168.56.101,239.255.255.250,SSDP,171,M-SEARCH * HTTP/1.1 
41,42,4.464189,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
42,43,4.464193,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
43,44,4.47857,192.168.56.101,192.168.56.255,NBNS,110,Registration NB NONE<20>
44,45,4.478573,192.168.56.101,192.168.56.255,NBNS,110,Registration NB NONE<20>
45,46,4.478635,192.168.56.101,192.168.56.255,NBNS,110,Registration NB WORKGROUP<00>
