,No.,Time,Source,Destination,Protocol,Length,Info
0,1,0.0,0a:00:27:00:00:00,5a:94:d2:14:5a:51,ARP,42,Who has ***.***.***.***? Tell ***.***.***.***
1,2,1.029561,0a:00:27:00:00:00,5a:94:d2:14:5a:51,ARP,42,Who has ***.***.***.***? Tell ***.***.***.***
2,3,2.047673,0a:00:27:00:00:00,5a:94:d2:14:5a:51,ARP,42,Who has ***.***.***.***? Tell ***.***.***.***
3,4,3.821276,0a:00:27:00:00:00,Broadcast,ARP,42,Who has ***.***.***.***? Tell ***.***.***.***
4,5,4.831689,0a:00:27:00:00:00,Broadcast,ARP,42,Who has ***.***.***.***? Tell ***.***.***.***
5,6,5.859807,0a:00:27:00:00:00,Broadcast,ARP,42,Who has ***.***.***.***? Tell ***.***.***.***
6,7,7.883468,0a:00:27:00:00:00,Broadcast,ARP,42,Who has ***.***.***.***? Tell ***.***.***.***
7,8,8.895678,0a:00:27:00:00:00,Broadcast,ARP,42,Who has ***.***.***.***? Tell ***.***.***.***
8,9,9.920788,0a:00:27:00:00:00,Broadcast,ARP,42,Who has ***.***.***.***? Tell ***.***.***.***
9,10,11.946206,0a:00:27:00:00:00,Broadcast,ARP,42,Who has ***.***.***.***? Tell ***.***.***.***
10,11,12.960202,0a:00:27:00:00:00,Broadcast,ARP,42,Who has ***.***.***.***? Tell ***.***.***.***
11,12,13.983622,0a:00:27:00:00:00,Broadcast,ARP,42,Who has ***.***.***.***? Tell ***.***.***.***
12,13,16.011925,0a:00:27:00:00:00,Broadcast,ARP,42,Who has ***.***.***.***? Tell ***.***.***.***
13,14,17.02413,0a:00:27:00:00:00,Broadcast,ARP,42,Who has ***.***.***.***? Tell ***.***.***.***
14,15,17.901966,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has ***.***.***.***? (ARP Probe)
15,16,17.901969,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has ***.***.***.***? (ARP Probe)
16,17,18.047637,0a:00:27:00:00:00,Broadcast,ARP,42,Who has ***.***.***.***? Tell ***.***.***.***
17,18,18.906104,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has ***.***.***.***? (ARP Probe)
18,19,18.906108,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has ***.***.***.***? (ARP Probe)
19,20,19.903107,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has ***.***.***.***? (ARP Probe)
20,21,19.90311,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has ***.***.***.***? (ARP Probe)
21,22,20.078372,0a:00:27:00:00:00,Broadcast,ARP,42,Who has ***.***.***.***? Tell ***.***.***.***
22,23,20.901988,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has ***.***.***.***? Tell ***.***.***.***
23,24,20.901992,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has ***.***.***.***? Tell ***.***.***.***
24,25,20.902021,0a:00:27:00:00:00,5a:94:d2:14:5a:51,ARP,42,***.***.***.*** is at 0a:00:27:00:00:00
25,26,20.904781,***.***.***.***,***.***.***.***,LLMNR,66,Standard query 0x4163 A isatap
26,27,20.904782,***.***.***.***,***.***.***.***,LLMNR,66,Standard query 0x4163 A isatap
27,28,20.91272,***.***.***.***,***.***.***.***,IGMPv3,54,Membership Report / Leave group ***.***.***.***
28,29,20.912722,***.***.***.***,***.***.***.***,IGMPv3,54,Membership Report / Leave group ***.***.***.***
29,30,20.939664,***.***.***.***,***.***.***.***,IGMPv3,54,Membership Report / Join group ***.***.***.*** for any sources
30,31,20.939666,***.***.***.***,***.***.***.***,IGMPv3,54,Membership Report / Join group ***.***.***.*** for any sources
31,32,20.94242,***.***.***.***,***.***.***.***,LLMNR,64,Standard query 0x21c1 ANY None
32,33,20.942422,***.***.***.***,***.***.***.***,LLMNR,64,Standard query 0x21c1 ANY None
33,34,20.954012,***.***.***.***,***.***.***.***,IGMPv3,54,Membership Report / Join group ***.***.***.*** for any sources
34,35,20.954016,***.***.***.***,***.***.***.***,IGMPv3,54,Membership Report / Join group ***.***.***.*** for any sources
35,36,20.986213,***.***.***.***,***.***.***.***,NBNS,110,Registration NB NONE<20>
36,37,20.986215,***.***.***.***,***.***.***.***,NBNS,110,Registration NB NONE<20>
37,38,20.987798,***.***.***.***,***.***.***.***,NBNS,110,Registration NB NONE<00>
38,39,20.9878,***.***.***.***,***.***.***.***,NBNS,110,Registration NB NONE<00>
39,40,20.98837,***.***.***.***,***.***.***.***,NBNS,110,Registration NB WORKGROUP<00>
40,41,20.988371,***.***.***.***,***.***.***.***,NBNS,110,Registration NB WORKGROUP<00>
41,42,21.012946,***.***.***.***,***.***.***.***,LLMNR,66,Standard query 0x4163 A isatap
42,43,21.012947,***.***.***.***,***.***.***.***,LLMNR,66,Standard query 0x4163 A isatap
43,44,21.046097,***.***.***.***,***.***.***.***,LLMNR,64,Standard query 0x21c1 ANY None
44,45,21.046099,***.***.***.***,***.***.***.***,LLMNR,64,Standard query 0x21c1 ANY None
45,46,21.097582,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has ***.***.***.***? Tell ***.***.***.***
46,47,21.097584,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has ***.***.***.***? Tell ***.***.***.***
47,48,21.097592,0a:00:27:00:00:00,5a:94:d2:14:5a:51,ARP,42,***.***.***.*** is at 0a:00:27:00:00:00
48,49,21.21639,***.***.***.***,***.***.***.***,NBNS,92,Name query NB ISATAP<00>
49,50,21.216394,***.***.***.***,***.***.***.***,NBNS,92,Name query NB ISATAP<00>
