"Source","Destination","Protocol","Info"
"192.168.56.101","8.8.8.8","DNS","Standard query 0xab76 A teredo.ipv6.microsoft.com"
"192.168.56.101","8.8.8.8","DNS","Standard query 0xd1eb A clients2.google.com"
"192.168.56.101","8.8.8.8","DNS","Standard query 0xd1eb A clients2.google.com"
"192.168.56.101","8.8.8.8","DNS","Standard query 0xd1eb A clients2.google.com"
"192.168.56.101","8.8.8.8","DNS","Standard query 0xd1eb A clients2.google.com"
"192.168.56.101","8.8.8.8","DNS","Standard query 0xd1eb A clients2.google.com"
"192.168.56.101","8.8.8.8","DNS","Standard query 0x44c1 A clients2.google.com"
"192.168.56.101","8.8.8.8","DNS","Standard query 0x44c1 A clients2.google.com"
"192.168.56.101","8.8.8.8","DNS","Standard query 0x44c1 A clients2.google.com"
"192.168.56.101","8.8.8.8","DNS","Standard query 0x44c1 A clients2.google.com"
"192.168.56.101","8.8.8.8","DNS","Standard query 0x44c1 A clients2.google.com"
"192.168.56.101","8.8.8.8","DNS","Standard query 0xe6e6 A teredo.ipv6.microsoft.com"
"192.168.56.101","8.8.8.8","DNS","Standard query 0xe6e6 A teredo.ipv6.microsoft.com"
"192.168.56.101","8.8.8.8","DNS","Standard query 0xe6e6 A teredo.ipv6.microsoft.com"
"192.168.56.101","8.8.8.8","DNS","Standard query 0xe6e6 A teredo.ipv6.microsoft.com"
"192.168.56.101","8.8.8.8","DNS","Standard query 0xe6e6 A teredo.ipv6.microsoft.com"
"192.168.56.101","8.8.8.8","DNS","Standard query 0xcf1c A time.windows.com"
"192.168.56.101","8.8.8.8","DNS","Standard query 0xcf1c A time.windows.com"
"192.168.56.101","8.8.8.8","DNS","Standard query 0xcf1c A time.windows.com"
"192.168.56.101","8.8.8.8","DNS","Standard query 0xcf1c A time.windows.com"
"192.168.56.101","8.8.8.8","DNS","Standard query 0xcf1c A time.windows.com"
