,No.,Time,Source,Destination,Protocol,Length,Info
0,1,0.0,0a:00:27:00:00:00,5a:94:d2:14:5a:51,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
1,2,1.029561,0a:00:27:00:00:00,5a:94:d2:14:5a:51,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
2,3,2.047673,0a:00:27:00:00:00,5a:94:d2:14:5a:51,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
3,4,3.821276,0a:00:27:00:00:00,Broadcast,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
4,5,4.831689,0a:00:27:00:00:00,Broadcast,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
5,6,5.859807,0a:00:27:00:00:00,Broadcast,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
6,7,7.883468,0a:00:27:00:00:00,Broadcast,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
7,8,8.895678,0a:00:27:00:00:00,Broadcast,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
8,9,9.920788,0a:00:27:00:00:00,Broadcast,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
9,10,11.946206,0a:00:27:00:00:00,Broadcast,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
10,11,12.960202,0a:00:27:00:00:00,Broadcast,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
11,12,13.983622,0a:00:27:00:00:00,Broadcast,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
12,13,16.011925,0a:00:27:00:00:00,Broadcast,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
13,14,17.02413,0a:00:27:00:00:00,Broadcast,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
14,15,17.901966,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has 192.168.56.101? (ARP Probe)
15,16,17.901969,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has 192.168.56.101? (ARP Probe)
16,17,18.047637,0a:00:27:00:00:00,Broadcast,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
17,18,18.906104,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has 192.168.56.101? (ARP Probe)
18,19,18.906108,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has 192.168.56.101? (ARP Probe)
19,20,19.903107,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has 192.168.56.101? (ARP Probe)
20,21,19.90311,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has 192.168.56.101? (ARP Probe)
21,22,20.078372,0a:00:27:00:00:00,Broadcast,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
22,23,20.901988,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has 192.168.56.1? Tell 192.168.56.101
23,24,20.901992,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has 192.168.56.1? Tell 192.168.56.101
24,25,20.902021,0a:00:27:00:00:00,5a:94:d2:14:5a:51,ARP,42,192.168.56.1 is at 0a:00:27:00:00:00
25,26,20.904781,192.168.56.101,224.0.0.252,LLMNR,66,Standard query 0x4163 A isatap
26,27,20.904782,192.168.56.101,224.0.0.252,LLMNR,66,Standard query 0x4163 A isatap
27,28,20.91272,192.168.56.101,224.0.0.22,IGMPv3,54,Membership Report / Leave group 224.0.0.252
28,29,20.912722,192.168.56.101,224.0.0.22,IGMPv3,54,Membership Report / Leave group 224.0.0.252
29,30,20.939664,192.168.56.101,224.0.0.22,IGMPv3,54,Membership Report / Join group 224.0.0.252 for any sources
30,31,20.939666,192.168.56.101,224.0.0.22,IGMPv3,54,Membership Report / Join group 224.0.0.252 for any sources
31,32,20.94242,192.168.56.101,224.0.0.252,LLMNR,64,Standard query 0x21c1 ANY None
32,33,20.942422,192.168.56.101,224.0.0.252,LLMNR,64,Standard query 0x21c1 ANY None
33,34,20.954012,192.168.56.101,224.0.0.22,IGMPv3,54,Membership Report / Join group 239.255.255.250 for any sources
34,35,20.954016,192.168.56.101,224.0.0.22,IGMPv3,54,Membership Report / Join group 239.255.255.250 for any sources
35,36,20.986213,192.168.56.101,192.168.56.255,NBNS,110,Registration NB NONE<20>
36,37,20.986215,192.168.56.101,192.168.56.255,NBNS,110,Registration NB NONE<20>
37,38,20.987798,192.168.56.101,192.168.56.255,NBNS,110,Registration NB NONE<00>
38,39,20.9878,192.168.56.101,192.168.56.255,NBNS,110,Registration NB NONE<00>
39,40,20.98837,192.168.56.101,192.168.56.255,NBNS,110,Registration NB WORKGROUP<00>
40,41,20.988371,192.168.56.101,192.168.56.255,NBNS,110,Registration NB WORKGROUP<00>
41,42,21.012946,192.168.56.101,224.0.0.252,LLMNR,66,Standard query 0x4163 A isatap
42,43,21.012947,192.168.56.101,224.0.0.252,LLMNR,66,Standard query 0x4163 A isatap
43,44,21.046097,192.168.56.101,224.0.0.252,LLMNR,64,Standard query 0x21c1 ANY None
44,45,21.046099,192.168.56.101,224.0.0.252,LLMNR,64,Standard query 0x21c1 ANY None
45,46,21.097582,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has 192.168.56.1? Tell 192.168.56.101
46,47,21.097584,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has 192.168.56.1? Tell 192.168.56.101
47,48,21.097592,0a:00:27:00:00:00,5a:94:d2:14:5a:51,ARP,42,192.168.56.1 is at 0a:00:27:00:00:00
48,49,21.21639,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
49,50,21.216394,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
50,51,21.247048,192.168.56.101,239.255.255.250,SSDP,175,M-SEARCH * HTTP/1.1 
51,52,21.247051,192.168.56.101,239.255.255.250,SSDP,175,M-SEARCH * HTTP/1.1 
52,53,21.402327,192.168.56.101,224.0.0.22,IGMPv3,62,Membership Report / Join group 224.0.0.252 for any sources / Join group 239.255.255.250 for any sources
53,54,21.402331,192.168.56.101,224.0.0.22,IGMPv3,62,Membership Report / Join group 224.0.0.252 for any sources / Join group 239.255.255.250 for any sources
54,55,21.501903,192.168.56.101,239.255.255.250,SSDP,139,M-SEARCH * HTTP/1.1 
55,56,21.501905,192.168.56.101,239.255.255.250,SSDP,139,M-SEARCH * HTTP/1.1 
56,57,21.523521,192.168.56.101,239.255.255.250,SSDP,171,M-SEARCH * HTTP/1.1 
57,58,21.523523,192.168.56.101,239.255.255.250,SSDP,171,M-SEARCH * HTTP/1.1 
58,59,21.684639,192.168.56.101,239.255.255.250,UDP,666,65391  >  3702 Len=624
59,60,21.684643,192.168.56.101,239.255.255.250,UDP,666,65391  >  3702 Len=624
60,61,21.731319,192.168.56.101,192.168.56.255,NBNS,110,Registration NB WORKGROUP<00>
61,62,21.731322,192.168.56.101,192.168.56.255,NBNS,110,Registration NB WORKGROUP<00>
62,63,21.731379,192.168.56.101,192.168.56.255,NBNS,110,Registration NB NONE<00>
63,64,21.73138,192.168.56.101,192.168.56.255,NBNS,110,Registration NB NONE<00>
64,65,21.731416,192.168.56.101,192.168.56.255,NBNS,110,Registration NB NONE<20>
65,66,21.731417,192.168.56.101,192.168.56.255,NBNS,110,Registration NB NONE<20>
66,67,21.777671,192.168.56.101,239.255.255.250,UDP,666,65391  >  3702 Len=624
67,68,21.777676,192.168.56.101,239.255.255.250,UDP,666,65391  >  3702 Len=624
68,69,21.964874,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
69,70,21.964876,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
