,No.,Time,Source,Destination,Protocol,Length,Info
0,1,0.0,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has 192.168.56.101? (ARP Probe)
1,2,2e-06,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has 192.168.56.101? (ARP Probe)
2,3,0.997918,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has 192.168.56.101? (ARP Probe)
3,4,0.997922,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has 192.168.56.101? (ARP Probe)
4,5,2.000349,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has 192.168.56.101? (ARP Probe)
5,6,2.000354,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has 192.168.56.101? (ARP Probe)
6,7,2.080161,0a:00:27:00:00:00,5a:94:d2:14:5a:51,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
7,8,2.999305,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has 192.168.56.1? Tell 192.168.56.101
8,9,2.99935,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has 192.168.56.1? Tell 192.168.56.101
9,10,2.999377,0a:00:27:00:00:00,5a:94:d2:14:5a:51,ARP,42,192.168.56.1 is at 0a:00:27:00:00:00
10,11,3.001197,192.168.56.101,224.0.0.252,LLMNR,66,Standard query 0x4163 A isatap
11,12,3.001198,192.168.56.101,224.0.0.252,LLMNR,66,Standard query 0x4163 A isatap
12,13,3.012091,192.168.56.101,224.0.0.22,IGMPv3,54,Membership Report / Leave group 224.0.0.252
13,14,3.012092,192.168.56.101,224.0.0.22,IGMPv3,54,Membership Report / Leave group 224.0.0.252
14,15,3.030914,192.168.56.101,224.0.0.22,IGMPv3,54,Membership Report / Join group 224.0.0.252 for any sources
15,16,3.030916,192.168.56.101,224.0.0.22,IGMPv3,54,Membership Report / Join group 224.0.0.252 for any sources
16,17,3.034456,192.168.56.101,224.0.0.252,LLMNR,64,Standard query 0x21c1 ANY None
17,18,3.034458,192.168.56.101,224.0.0.252,LLMNR,64,Standard query 0x21c1 ANY None
18,19,3.049253,192.168.56.101,224.0.0.22,IGMPv3,54,Membership Report / Join group 239.255.255.250 for any sources
19,20,3.049255,192.168.56.101,224.0.0.22,IGMPv3,54,Membership Report / Join group 239.255.255.250 for any sources
20,21,3.077187,192.168.56.101,192.168.56.255,NBNS,110,Registration NB NONE<00>
21,22,3.077189,192.168.56.101,192.168.56.255,NBNS,110,Registration NB NONE<00>
22,23,3.077516,192.168.56.101,192.168.56.255,NBNS,110,Registration NB NONE<20>
23,24,3.077518,192.168.56.101,192.168.56.255,NBNS,110,Registration NB NONE<20>
24,25,3.077753,192.168.56.101,192.168.56.255,NBNS,110,Registration NB WORKGROUP<00>
25,26,3.077755,192.168.56.101,192.168.56.255,NBNS,110,Registration NB WORKGROUP<00>
26,27,3.103806,0a:00:27:00:00:00,5a:94:d2:14:5a:51,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
27,28,3.10392,5a:94:d2:14:5a:51,0a:00:27:00:00:00,ARP,42,192.168.56.101 is at 5a:94:d2:14:5a:51
28,29,3.111072,192.168.56.101,224.0.0.252,LLMNR,66,Standard query 0x4163 A isatap
29,30,3.111073,192.168.56.101,224.0.0.252,LLMNR,66,Standard query 0x4163 A isatap
30,31,3.13946,192.168.56.101,224.0.0.252,LLMNR,64,Standard query 0x21c1 ANY None
31,32,3.139461,192.168.56.101,224.0.0.252,LLMNR,64,Standard query 0x21c1 ANY None
32,33,3.160213,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has 192.168.56.1? Tell 192.168.56.101
33,34,3.160215,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has 192.168.56.1? Tell 192.168.56.101
34,35,3.160221,0a:00:27:00:00:00,5a:94:d2:14:5a:51,ARP,42,192.168.56.1 is at 0a:00:27:00:00:00
35,36,3.311989,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
36,37,3.311993,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
37,38,3.359655,192.168.56.101,239.255.255.250,SSDP,175,M-SEARCH * HTTP/1.1 
38,39,3.359657,192.168.56.101,239.255.255.250,SSDP,175,M-SEARCH * HTTP/1.1 
39,40,3.501339,192.168.56.101,224.0.0.22,IGMPv3,62,Membership Report / Join group 224.0.0.252 for any sources / Join group 239.255.255.250 for any sources
40,41,3.501343,192.168.56.101,224.0.0.22,IGMPv3,62,Membership Report / Join group 224.0.0.252 for any sources / Join group 239.255.255.250 for any sources
41,42,3.623614,192.168.56.101,239.255.255.250,SSDP,139,M-SEARCH * HTTP/1.1 
42,43,3.623616,192.168.56.101,239.255.255.250,SSDP,139,M-SEARCH * HTTP/1.1 
43,44,3.63155,192.168.56.101,239.255.255.250,SSDP,171,M-SEARCH * HTTP/1.1 
44,45,3.631551,192.168.56.101,239.255.255.250,SSDP,171,M-SEARCH * HTTP/1.1 
45,46,3.792866,192.168.56.101,239.255.255.250,UDP,666,65391  >  3702 Len=624
46,47,3.79287,192.168.56.101,239.255.255.250,UDP,666,65391  >  3702 Len=624
47,48,3.824519,192.168.56.101,192.168.56.255,NBNS,110,Registration NB WORKGROUP<00>
48,49,3.824523,192.168.56.101,192.168.56.255,NBNS,110,Registration NB WORKGROUP<00>
49,50,3.824579,192.168.56.101,192.168.56.255,NBNS,110,Registration NB NONE<20>
50,51,3.82458,192.168.56.101,192.168.56.255,NBNS,110,Registration NB NONE<20>
51,52,3.824615,192.168.56.101,192.168.56.255,NBNS,110,Registration NB NONE<00>
52,53,3.824616,192.168.56.101,192.168.56.255,NBNS,110,Registration NB NONE<00>
53,54,3.890204,192.168.56.101,239.255.255.250,UDP,666,65391  >  3702 Len=624
54,55,3.890208,192.168.56.101,239.255.255.250,UDP,666,65391  >  3702 Len=624
55,56,4.0592,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
56,57,4.059202,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
57,58,4.49236,192.168.56.101,224.0.0.252,LLMNR,64,Standard query 0xc4c8 A wpad
58,59,4.492362,192.168.56.101,224.0.0.252,LLMNR,64,Standard query 0xc4c8 A wpad
59,60,4.576035,192.168.56.101,192.168.56.255,NBNS,110,Registration NB NONE<00>
60,61,4.576038,192.168.56.101,192.168.56.255,NBNS,110,Registration NB NONE<00>
61,62,4.576113,192.168.56.101,192.168.56.255,NBNS,110,Registration NB NONE<20>
62,63,4.576114,192.168.56.101,192.168.56.255,NBNS,110,Registration NB NONE<20>
63,64,4.576149,192.168.56.101,192.168.56.255,NBNS,110,Registration NB WORKGROUP<00>
64,65,4.57615,192.168.56.101,192.168.56.255,NBNS,110,Registration NB WORKGROUP<00>
65,66,4.593188,192.168.56.101,224.0.0.252,LLMNR,64,Standard query 0xc4c8 A wpad
66,67,4.593201,192.168.56.101,224.0.0.252,LLMNR,64,Standard query 0xc4c8 A wpad
67,68,4.796217,192.168.56.101,192.168.56.255,NBNS,92,Name query NB WPAD<00>
68,69,4.79622,192.168.56.101,192.168.56.255,NBNS,92,Name query NB WPAD<00>
69,70,4.809049,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
70,71,4.809052,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
71,72,5.326475,192.168.56.101,192.168.56.255,NBNS,110,Registration NB WORKGROUP<00>
72,73,5.326479,192.168.56.101,192.168.56.255,NBNS,110,Registration NB WORKGROUP<00>
73,74,5.326561,192.168.56.101,192.168.56.255,NBNS,110,Registration NB NONE<20>
74,75,5.326563,192.168.56.101,192.168.56.255,NBNS,110,Registration NB NONE<20>
75,76,5.326627,192.168.56.101,192.168.56.255,NBNS,110,Registration NB NONE<00>
76,77,5.326628,192.168.56.101,192.168.56.255,NBNS,110,Registration NB NONE<00>
77,78,5.550135,192.168.56.101,192.168.56.255,NBNS,92,Name query NB WPAD<00>
78,79,5.550139,192.168.56.101,192.168.56.255,NBNS,92,Name query NB WPAD<00>
79,80,5.568999,192.168.56.101,224.0.0.252,LLMNR,66,Standard query 0x971a A isatap
80,81,5.569001,192.168.56.101,224.0.0.252,LLMNR,66,Standard query 0x971a A isatap
81,82,5.671692,192.168.56.101,224.0.0.252,LLMNR,66,Standard query 0x971a A isatap
82,83,5.671693,192.168.56.101,224.0.0.252,LLMNR,66,Standard query 0x971a A isatap
83,84,5.877137,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
84,85,5.87714,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
85,86,6.044487,192.168.56.101,8.8.8.8,DNS,85,Standard query 0xab76 A teredo.ipv6.microsoft.com
86,87,6.063997,8.8.8.8,192.168.56.101,DNS,158,Standard query response 0xab76 No such name A teredo.ipv6.microsoft.com SOA ns1-04.azure-dns.com
87,88,6.084948,192.168.56.101,192.168.56.255,NBNS,110,Registration NB WORKGROUP<1e>
88,89,6.08495,192.168.56.101,192.168.56.255,NBNS,110,Registration NB WORKGROUP<1e>
89,90,6.293111,192.168.56.101,192.168.56.255,NBNS,92,Name query NB WPAD<00>
90,91,6.293116,192.168.56.101,192.168.56.255,NBNS,92,Name query NB WPAD<00>
91,92,6.356465,192.168.56.101,239.255.255.250,SSDP,175,M-SEARCH * HTTP/1.1 
92,93,6.356468,192.168.56.101,239.255.255.250,SSDP,175,M-SEARCH * HTTP/1.1 
93,94,6.387998,192.168.56.101,239.255.255.250,SSDP,171,M-SEARCH * HTTP/1.1 
94,95,6.387999,192.168.56.101,239.255.255.250,SSDP,171,M-SEARCH * HTTP/1.1 
95,96,6.418857,192.168.56.101,239.255.255.250,SSDP,139,M-SEARCH * HTTP/1.1 
96,97,6.418858,192.168.56.101,239.255.255.250,SSDP,139,M-SEARCH * HTTP/1.1 
