,No.,Time,Source,Destination,Protocol,Length,Info
0,1,0.0,0a:00:27:00:00:00,5a:94:d2:14:5a:51,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
1,2,0.783186,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has 192.168.56.101? (ARP Probe)
2,3,0.783188,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has 192.168.56.101? (ARP Probe)
3,4,1.024018,0a:00:27:00:00:00,5a:94:d2:14:5a:51,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
4,5,1.779062,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has 192.168.56.101? (ARP Probe)
5,6,1.779065,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has 192.168.56.101? (ARP Probe)
6,7,2.048701,0a:00:27:00:00:00,5a:94:d2:14:5a:51,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
7,8,2.781744,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has 192.168.56.101? (ARP Probe)
8,9,2.781749,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has 192.168.56.101? (ARP Probe)
9,10,3.779111,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has 192.168.56.1? Tell 192.168.56.101
10,11,3.779115,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has 192.168.56.1? Tell 192.168.56.101
11,12,3.779137,0a:00:27:00:00:00,5a:94:d2:14:5a:51,ARP,42,192.168.56.1 is at 0a:00:27:00:00:00
12,13,3.786293,192.168.56.101,224.0.0.22,IGMPv3,54,Membership Report / Leave group 224.0.0.252
13,14,3.786296,192.168.56.101,224.0.0.22,IGMPv3,54,Membership Report / Leave group 224.0.0.252
14,15,3.802911,192.168.56.101,224.0.0.22,IGMPv3,54,Membership Report / Join group 224.0.0.252 for any sources
15,16,3.802913,192.168.56.101,224.0.0.22,IGMPv3,54,Membership Report / Join group 224.0.0.252 for any sources
16,17,3.804635,192.168.56.101,224.0.0.252,LLMNR,66,Standard query 0x4163 A isatap
17,18,3.804636,192.168.56.101,224.0.0.252,LLMNR,66,Standard query 0x4163 A isatap
18,19,3.806417,192.168.56.101,224.0.0.252,LLMNR,64,Standard query 0x21c1 ANY None
19,20,3.806419,192.168.56.101,224.0.0.252,LLMNR,64,Standard query 0x21c1 ANY None
20,21,3.817978,192.168.56.101,224.0.0.22,IGMPv3,54,Membership Report / Join group 239.255.255.250 for any sources
21,22,3.81798,192.168.56.101,224.0.0.22,IGMPv3,54,Membership Report / Join group 239.255.255.250 for any sources
22,23,3.858353,192.168.56.101,192.168.56.255,NBNS,110,Registration NB NONE<00>
23,24,3.858356,192.168.56.101,192.168.56.255,NBNS,110,Registration NB NONE<00>
24,25,3.858828,192.168.56.101,192.168.56.255,NBNS,110,Registration NB WORKGROUP<00>
25,26,3.85883,192.168.56.101,192.168.56.255,NBNS,110,Registration NB WORKGROUP<00>
26,27,3.859121,192.168.56.101,192.168.56.255,NBNS,110,Registration NB NONE<20>
27,28,3.859123,192.168.56.101,192.168.56.255,NBNS,110,Registration NB NONE<20>
28,29,3.906166,192.168.56.101,224.0.0.252,LLMNR,64,Standard query 0x21c1 ANY None
29,30,3.906182,192.168.56.101,224.0.0.252,LLMNR,64,Standard query 0x21c1 ANY None
30,31,3.906274,192.168.56.101,224.0.0.252,LLMNR,66,Standard query 0x4163 A isatap
31,32,3.906276,192.168.56.101,224.0.0.252,LLMNR,66,Standard query 0x4163 A isatap
32,33,3.952057,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has 192.168.56.1? Tell 192.168.56.101
33,34,3.952059,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has 192.168.56.1? Tell 192.168.56.101
34,35,3.952063,0a:00:27:00:00:00,5a:94:d2:14:5a:51,ARP,42,192.168.56.1 is at 0a:00:27:00:00:00
35,36,4.107387,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
36,37,4.107389,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
37,38,4.138026,192.168.56.101,239.255.255.250,SSDP,175,M-SEARCH * HTTP/1.1 
38,39,4.138028,192.168.56.101,239.255.255.250,SSDP,175,M-SEARCH * HTTP/1.1 
39,40,4.278326,192.168.56.101,224.0.0.22,IGMPv3,62,Membership Report / Join group 224.0.0.252 for any sources / Join group 239.255.255.250 for any sources
40,41,4.27833,192.168.56.101,224.0.0.22,IGMPv3,62,Membership Report / Join group 224.0.0.252 for any sources / Join group 239.255.255.250 for any sources
41,42,4.42505,192.168.56.101,239.255.255.250,SSDP,139,M-SEARCH * HTTP/1.1 
42,43,4.425052,192.168.56.101,239.255.255.250,SSDP,139,M-SEARCH * HTTP/1.1 
43,44,4.433379,192.168.56.101,239.255.255.250,UDP,666,49154  >  3702 Len=624
44,45,4.433381,192.168.56.101,239.255.255.250,UDP,666,49154  >  3702 Len=624
45,46,4.470981,192.168.56.101,239.255.255.250,SSDP,171,M-SEARCH * HTTP/1.1 
46,47,4.470982,192.168.56.101,239.255.255.250,SSDP,171,M-SEARCH * HTTP/1.1 
47,48,4.528828,192.168.56.101,239.255.255.250,UDP,666,49154  >  3702 Len=624
48,49,4.528833,192.168.56.101,239.255.255.250,UDP,666,49154  >  3702 Len=624
49,50,4.607644,192.168.56.101,192.168.56.255,NBNS,110,Registration NB NONE<20>
50,51,4.607648,192.168.56.101,192.168.56.255,NBNS,110,Registration NB NONE<20>
51,52,4.607706,192.168.56.101,192.168.56.255,NBNS,110,Registration NB WORKGROUP<00>
52,53,4.607707,192.168.56.101,192.168.56.255,NBNS,110,Registration NB WORKGROUP<00>
53,54,4.607783,192.168.56.101,192.168.56.255,NBNS,110,Registration NB NONE<00>
54,55,4.607784,192.168.56.101,192.168.56.255,NBNS,110,Registration NB NONE<00>
55,56,4.861539,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
56,57,4.861543,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
57,58,5.276349,192.168.56.101,224.0.0.252,LLMNR,64,Standard query 0xc4c8 A wpad
58,59,5.276351,192.168.56.101,224.0.0.252,LLMNR,64,Standard query 0xc4c8 A wpad
59,60,5.358234,192.168.56.101,192.168.56.255,NBNS,110,Registration NB NONE<00>
60,61,5.358238,192.168.56.101,192.168.56.255,NBNS,110,Registration NB NONE<00>
61,62,5.35833,192.168.56.101,192.168.56.255,NBNS,110,Registration NB WORKGROUP<00>
62,63,5.358331,192.168.56.101,192.168.56.255,NBNS,110,Registration NB WORKGROUP<00>
63,64,5.35837,192.168.56.101,192.168.56.255,NBNS,110,Registration NB NONE<20>
64,65,5.358371,192.168.56.101,192.168.56.255,NBNS,110,Registration NB NONE<20>
65,66,5.374322,192.168.56.101,224.0.0.252,LLMNR,64,Standard query 0xc4c8 A wpad
66,67,5.374323,192.168.56.101,224.0.0.252,LLMNR,64,Standard query 0xc4c8 A wpad
67,68,5.576268,192.168.56.101,192.168.56.255,NBNS,92,Name query NB WPAD<00>
68,69,5.576271,192.168.56.101,192.168.56.255,NBNS,92,Name query NB WPAD<00>
69,70,5.606267,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
70,71,5.606269,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
71,72,6.107999,192.168.56.101,192.168.56.255,NBNS,110,Registration NB NONE<20>
72,73,6.108002,192.168.56.101,192.168.56.255,NBNS,110,Registration NB NONE<20>
73,74,6.108065,192.168.56.101,192.168.56.255,NBNS,110,Registration NB WORKGROUP<00>
74,75,6.108066,192.168.56.101,192.168.56.255,NBNS,110,Registration NB WORKGROUP<00>
75,76,6.108122,192.168.56.101,192.168.56.255,NBNS,110,Registration NB NONE<00>
76,77,6.108123,192.168.56.101,192.168.56.255,NBNS,110,Registration NB NONE<00>
77,78,6.325507,192.168.56.101,192.168.56.255,NBNS,92,Name query NB WPAD<00>
78,79,6.325511,192.168.56.101,192.168.56.255,NBNS,92,Name query NB WPAD<00>
79,80,6.364361,192.168.56.101,224.0.0.252,LLMNR,66,Standard query 0x971a A isatap
80,81,6.364363,192.168.56.101,224.0.0.252,LLMNR,66,Standard query 0x971a A isatap
81,82,6.370387,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has 192.168.56.1? Tell 192.168.56.101
82,83,6.370389,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has 192.168.56.1? Tell 192.168.56.101
83,84,6.370397,0a:00:27:00:00:00,5a:94:d2:14:5a:51,ARP,42,192.168.56.1 is at 0a:00:27:00:00:00
84,85,6.46902,192.168.56.101,224.0.0.252,LLMNR,66,Standard query 0x971a A isatap
85,86,6.469022,192.168.56.101,224.0.0.252,LLMNR,66,Standard query 0x971a A isatap
86,87,6.671179,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
87,88,6.671181,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
88,89,6.801944,192.168.56.101,8.8.8.8,DNS,85,Standard query 0xab76 A teredo.ipv6.microsoft.com
89,90,6.879191,192.168.56.101,192.168.56.255,NBNS,110,Registration NB WORKGROUP<1e>
90,91,6.879195,192.168.56.101,192.168.56.255,NBNS,110,Registration NB WORKGROUP<1e>
91,92,7.0757,192.168.56.101,192.168.56.255,NBNS,92,Name query NB WPAD<00>
92,93,7.075703,192.168.56.101,192.168.56.255,NBNS,92,Name query NB WPAD<00>
93,94,7.139078,192.168.56.101,239.255.255.250,SSDP,175,M-SEARCH * HTTP/1.1 
94,95,7.139082,192.168.56.101,239.255.255.250,SSDP,175,M-SEARCH * HTTP/1.1 
95,96,7.192071,192.168.56.101,239.255.255.250,SSDP,171,M-SEARCH * HTTP/1.1 
96,97,7.192089,192.168.56.101,239.255.255.250,SSDP,171,M-SEARCH * HTTP/1.1 
97,98,7.223466,192.168.56.101,239.255.255.250,SSDP,139,M-SEARCH * HTTP/1.1 
98,99,7.223468,192.168.56.101,239.255.255.250,SSDP,139,M-SEARCH * HTTP/1.1 
99,100,7.2524,192.168.56.101,239.255.255.250,SSDP,175,M-SEARCH * HTTP/1.1 
100,101,7.252402,192.168.56.101,239.255.255.250,SSDP,175,M-SEARCH * HTTP/1.1 
101,102,7.42018,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
102,103,7.420185,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
103,104,7.420989,192.168.56.101,239.255.255.250,SSDP,139,M-SEARCH * HTTP/1.1 
104,105,7.420991,192.168.56.101,239.255.255.250,SSDP,139,M-SEARCH * HTTP/1.1 
105,106,7.4675,192.168.56.101,239.255.255.250,SSDP,171,M-SEARCH * HTTP/1.1 
106,107,7.467501,192.168.56.101,239.255.255.250,SSDP,171,M-SEARCH * HTTP/1.1 
107,108,7.607594,192.168.56.101,192.168.56.255,NBNS,110,Registration NB WORKGROUP<1e>
108,109,7.607598,192.168.56.101,192.168.56.255,NBNS,110,Registration NB WORKGROUP<1e>
109,110,7.779224,192.168.56.101,8.8.8.8,DNS,85,Standard query 0xab76 A teredo.ipv6.microsoft.com
110,111,7.795077,8.8.8.8,192.168.56.101,DNS,158,Standard query response 0xab76 No such name A teredo.ipv6.microsoft.com SOA ns1-04.azure-dns.com
111,112,7.83519,192.168.56.101,8.8.8.8,DNS,76,Standard query 0x025f A www.msftncsi.com
112,113,7.865042,8.8.8.8,192.168.56.101,DNS,182,Standard query response 0x025f A www.msftncsi.com CNAME www.msftncsi.com.edgesuite.net CNAME a1961.g2.akamai.net A 96.17.176.171 A 96.17.176.177
113,114,7.871143,192.168.56.101,96.17.176.171,TCP,66,49160  >  80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1
114,115,7.887449,96.17.176.171,192.168.56.101,TCP,58,"80  >  49160 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
115,116,7.887852,192.168.56.101,96.17.176.171,TCP,54,49160  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0
116,117,7.888978,192.168.56.101,96.17.176.171,HTTP,151,GET /ncsi.txt HTTP/1.1 
117,118,7.889092,96.17.176.171,192.168.56.101,TCP,54,80  >  49160 [ACK] Seq=1 Ack=98 Win=65535 Len=0
118,119,7.905856,96.17.176.171,192.168.56.101,HTTP,233,HTTP/1.1 200 OK  (text/plain)
119,120,7.906236,96.17.176.171,192.168.56.101,TCP,54,"80  >  49160 [FIN, ACK] Seq=180 Ack=98 Win=65535 Len=0"
120,121,7.906441,192.168.56.101,96.17.176.171,TCP,54,49160  >  80 [ACK] Seq=98 Ack=181 Win=64061 Len=0
121,122,7.906729,192.168.56.101,96.17.176.171,TCP,54,"49160  >  80 [FIN, ACK] Seq=98 Ack=181 Win=64061 Len=0"
122,123,7.906842,96.17.176.171,192.168.56.101,TCP,54,80  >  49160 [ACK] Seq=181 Ack=99 Win=65535 Len=0
123,124,8.169925,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
124,125,8.169929,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
125,126,8.357039,192.168.56.101,192.168.56.255,NBNS,110,Registration NB WORKGROUP<1e>
126,127,8.357043,192.168.56.101,192.168.56.255,NBNS,110,Registration NB WORKGROUP<1e>
127,128,8.922426,192.168.56.101,224.0.0.252,LLMNR,66,Standard query 0xc9cb A isatap
128,129,8.922428,192.168.56.101,224.0.0.252,LLMNR,66,Standard query 0xc9cb A isatap
129,130,9.03176,192.168.56.101,224.0.0.252,LLMNR,66,Standard query 0xc9cb A isatap
130,131,9.031761,192.168.56.101,224.0.0.252,LLMNR,66,Standard query 0xc9cb A isatap
131,132,9.106456,192.168.56.101,192.168.56.255,NBNS,110,Registration NB WORKGROUP<1e>
132,133,9.10646,192.168.56.101,192.168.56.255,NBNS,110,Registration NB WORKGROUP<1e>
133,134,9.233831,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
134,135,9.233835,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
135,136,9.868295,192.168.56.101,192.168.56.255,BROWSER,217,Request Announcement NONE
136,137,9.868298,192.168.56.101,192.168.56.255,BROWSER,217,Request Announcement NONE
137,138,9.880365,192.168.56.101,192.168.56.255,BROWSER,243,"Host Announcement NONE, Workstation, Server, NT Workstation, Potential Browser"
138,139,9.880367,192.168.56.101,192.168.56.255,BROWSER,243,"Host Announcement NONE, Workstation, Server, NT Workstation, Potential Browser"
139,140,9.981445,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
140,141,9.981449,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
141,142,10.24832,192.168.56.101,239.255.255.250,SSDP,171,M-SEARCH * HTTP/1.1 
142,143,10.248322,192.168.56.101,239.255.255.250,SSDP,171,M-SEARCH * HTTP/1.1 
143,144,10.294696,192.168.56.101,239.255.255.250,SSDP,139,M-SEARCH * HTTP/1.1 
144,145,10.294698,192.168.56.101,239.255.255.250,SSDP,139,M-SEARCH * HTTP/1.1 
145,146,10.341411,192.168.56.101,239.255.255.250,SSDP,175,M-SEARCH * HTTP/1.1 
146,147,10.341414,192.168.56.101,239.255.255.250,SSDP,175,M-SEARCH * HTTP/1.1 
147,148,10.419341,192.168.56.101,239.255.255.250,SSDP,139,M-SEARCH * HTTP/1.1 
148,149,10.419343,192.168.56.101,239.255.255.250,SSDP,139,M-SEARCH * HTTP/1.1 
149,150,10.482314,192.168.56.101,239.255.255.250,SSDP,171,M-SEARCH * HTTP/1.1 
150,151,10.482316,192.168.56.101,239.255.255.250,SSDP,171,M-SEARCH * HTTP/1.1 
151,152,10.732053,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
152,153,10.732057,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
153,154,11.236031,192.168.56.101,239.255.255.250,SSDP,175,M-SEARCH * HTTP/1.1 
154,155,11.236034,192.168.56.101,239.255.255.250,SSDP,175,M-SEARCH * HTTP/1.1 
155,156,11.362776,192.168.56.101,192.168.56.255,BROWSER,217,Request Announcement NONE
156,157,11.362779,192.168.56.101,192.168.56.255,BROWSER,217,Request Announcement NONE
157,158,11.484918,192.168.56.101,224.0.0.252,LLMNR,66,Standard query 0x96f1 A isatap
158,159,11.48492,192.168.56.101,224.0.0.252,LLMNR,66,Standard query 0x96f1 A isatap
159,160,11.593984,192.168.56.101,224.0.0.252,LLMNR,66,Standard query 0x96f1 A isatap
160,161,11.593986,192.168.56.101,224.0.0.252,LLMNR,66,Standard query 0x96f1 A isatap
161,162,11.795218,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
162,163,11.795223,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
163,164,12.545204,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
164,165,12.545208,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
165,166,12.857575,192.168.56.101,192.168.56.255,BROWSER,217,Request Announcement NONE
166,167,12.857577,192.168.56.101,192.168.56.255,BROWSER,217,Request Announcement NONE
167,168,13.294407,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
168,169,13.294411,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
169,170,14.046987,192.168.56.101,224.0.0.252,LLMNR,66,Standard query 0x6e6e A isatap
170,171,14.046988,192.168.56.101,224.0.0.252,LLMNR,66,Standard query 0x6e6e A isatap
171,172,14.154251,192.168.56.101,224.0.0.252,LLMNR,66,Standard query 0x6e6e A isatap
172,173,14.154254,192.168.56.101,224.0.0.252,LLMNR,66,Standard query 0x6e6e A isatap
173,174,14.234208,192.168.56.101,239.255.255.250,SSDP,175,M-SEARCH * HTTP/1.1 
174,175,14.234211,192.168.56.101,239.255.255.250,SSDP,175,M-SEARCH * HTTP/1.1 
175,176,14.356516,192.168.56.101,192.168.56.255,BROWSER,217,Request Announcement NONE
176,177,14.35652,192.168.56.101,192.168.56.255,BROWSER,217,Request Announcement NONE
177,178,14.357175,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
178,179,14.357177,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
179,180,15.1073,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
180,181,15.107302,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
181,182,15.859068,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
182,183,15.85907,192.168.56.101,192.168.56.255,NBNS,92,Name query NB ISATAP<00>
183,184,15.859265,192.168.56.101,192.168.56.255,BROWSER,229,Browser Election Request
184,185,15.859266,192.168.56.101,192.168.56.255,BROWSER,229,Browser Election Request
185,186,16.857184,192.168.56.101,192.168.56.255,BROWSER,229,Browser Election Request
186,187,16.857188,192.168.56.101,192.168.56.255,BROWSER,229,Browser Election Request
187,188,17.232726,192.168.56.101,239.255.255.250,SSDP,175,M-SEARCH * HTTP/1.1 
188,189,17.23273,192.168.56.101,239.255.255.250,SSDP,175,M-SEARCH * HTTP/1.1 
